AREACD,AREANM,time1,time2,time3,time4,time5
E06000001,Hartlepool,99.51019453,99.38702351,98.3822686,97.93504892,98.11438929
E06000002,Middlesbrough,96.96726162,96.77937031,95.86543328,95.0051396,94.99196245
E06000003,Redcar and Cleveland,100.4505154,100.0029226,100.2373996,100.4829961,100.2392886
E06000004,Stockton-on-Tees,99.20637791,98.81590939,98.44123657,97.64556164,98.27388594
E06000005,Darlington,99.52357875,98.7088692,98.2767589,99.16028283,99.01467341
E06000006,Halton,102.723077,101.7148857,101.2766047,101.4046236,101.4133805
E06000007,Warrington,103.1945772,102.8172563,102.2464827,101.5943853,102.1108196
E06000008,Blackburn with Darwen,101.4181648,101.2771936,100.8812119,99.70291157,99.52003048
E06000009,Blackpool,98.55277198,98.75025302,98.08190469,97.57912798,98.48336263
E06000010,"Kingston upon Hull, City of",93.94466712,93.76376363,93.19309935,92.54668292,94.81883871
E06000011,East Riding of Yorkshire,101.4594508,101.4779936,100.8150321,100.2162565,100.7930547
E06000012,North East Lincolnshire,96.72398785,97.48427917,96.89976734,96.39870167,97.13783962
E06000013,North Lincolnshire,99.16593595,98.33162747,97.66364788,96.48023389,97.08394194
E06000014,York,100.6971915,101.1189608,100.710958,100.5280477,100.9648503
E06000015,Derby,98.53818952,97.98391682,98.4727545,99.48049084,98.82343645
E06000016,Leicester,95.95890763,95.35745919,95.46957951,95.56327156,96.68789259
E06000017,Rutland,105.2547892,105.5085334,105.0237421,104.2007081,104.5181549
E06000018,Nottingham,95.56147039,94.69769749,94.39122975,94.9108785,94.88803106
E06000019,"Herefordshire, County of",97.59275829,97.46697799,98.11953749,97.91697507,97.8631668
E06000020,Telford and Wrekin,100.3672361,100.0124769,100.1112553,100.5905077,99.87607476
E06000021,Stoke-on-Trent,100.4684966,99.9730716,100.0452306,99.59960313,99.84429867
E06000022,Bath and North East Somerset,100.7290506,100.5245624,101.1671611,101.9113728,101.9402137
E06000023,"Bristol, City of",96.45151597,96.34954949,97.23342917,97.82917161,98.17181549
