AREACD,AREANM,time1,time2,time3,time4,time5
E06000001,Hartlepool,94.67731413,94.13784685,93.93692807,89.95722174,91.46202199
E06000002,Middlesbrough,88.6552987,87.95864257,90.81084983,90.19762575,89.39454431
E06000003,Redcar and Cleveland,97.77499817,98.28339371,98.20116495,97.0620613,97.86939459
E06000004,Stockton-on-Tees,97.19028458,98.78128811,96.97236856,96.69587465,100.6501393
E06000005,Darlington,98.493649,98.40047645,98.23073344,99.85592207,100.1641269
E06000006,Halton,94.50341555,95.24399282,94.65198487,93.62244421,93.6092849
E06000007,Warrington,103.3304425,103.8418772,104.5475597,101.3251546,103.024898
E06000008,Blackburn with Darwen,92.58201315,92.88009524,94.47119623,94.36165688,94.64762083
E06000009,Blackpool,87.10516011,86.92284324,87.88968031,88.02405827,88.45568953
E06000010,"Kingston upon Hull, City of",90.34716535,90.55092525,90.06207254,89.07826481,91.89868093
E06000011,East Riding of Yorkshire,105.457503,106.6544504,106.5461542,108.0768042,108.3692518
E06000012,North East Lincolnshire,97.07569634,96.38403331,97.30978713,96.6814549,98.06312293
E06000013,North Lincolnshire,100.5968062,100.866486,100.1173252,98.65531319,100.1830952
E06000014,York,104.9406279,106.2716043,107.2202786,105.1319487,107.2097887
E06000015,Derby,95.69444219,96.15301739,95.87909705,94.9191356,95.46078521
E06000016,Leicester,90.14879106,91.72489761,92.8023812,92.24613971,91.55284704
E06000017,Rutland,115.5914855,113.3279735,115.1052158,116.5330146,113.7479598
E06000018,Nottingham,88.86521846,90.92391962,91.2471648,90.50369279,91.41818514
E06000019,"Herefordshire, County of",103.3908739,106.2061407,106.3373126,104.3121992,106.0277909
E06000020,Telford and Wrekin,98.20665899,97.50539145,98.65108253,99.64234456,97.80012659
E06000021,Stoke-on-Trent,91.3590617,91.72970711,92.39554666,90.5793648,91.37196504
E06000022,Bath and North East Somerset,105.935445,107.6466316,108.7857221,110.0588387,109.2345534
E06000023,"Bristol, City of",96.67946285,97.8554697,100.0808865,99.52864461,99.10502912
E06000024,North Somerset,104.9334718,106.7691541,107.7639241,107.9104611,106.6793434
E06000025,South Gloucestershire,108.106503,108.7533848,109.335663,108.6372453,108.1361075
E06000026,Plymouth,99.60325715,99.88969101,98.56244781,98.97931687,98.64956384
E06000027,Torbay,98.418662,100.9055129,100.8464514,100.5350764,100.0888885
E06000030,Swindon,99.14262184,101.6922031,100.7821422,100.5824099,99.8224506
E06000031,Peterborough,95.76997491,94.72274994,95.75208535,94.97507575,93.88253577
E06000032,Luton,93.61110352,92.39408153,92.67136566,90.98107781,90.46419187
E06000033,Southend-on-Sea,99.7898093,99.91304018,100.4049342,99.63759925,99.51938784
E06000034,Thurrock,95.53945505,96.95909927,97.60163541,96.83630417,95.49162634
E06000035,Medway,97.3077048,99.67959849,98.94266922,99.11417175,98.216602
E06000036,Bracknell Forest,108.6906409,109.7965488,109.8832058,109.2518092,109.8739586
E06000037,West Berkshire,109.2505944,111.8804815,110.3212907,110.4132635,111.6057997
E06000038,Reading,97.82524951,99.08154519,99.34653491,97.85892704,97.81563206
E06000039,Slough,95.41230031,94.78948086,94.88753536,93.70703523,93.14604283
E06000040,Windsor and Maidenhead,110.2676778,110.9249173,110.7074967,109.8128873,109.9180948
E06000041,Wokingham,113.9965148,114.3822803,115.4904449,115.9090252,114.8813153
E06000042,Milton Keynes,99.44735707,100.9670714,101.0911959,100.6511665,100.0502338
E06000043,Brighton and Hove,102.329724,104.114008,105.3445633,105.5891073,105.3488329
E06000044,Portsmouth,95.11007818,96.06605246,96.73849308,95.46698046,94.57736188
E06000045,Southampton,94.8080517,95.81654119,95.30914145,95.44820487,94.4683891
E06000046,Isle of Wight,99.96294517,100.3122801,102.9121944,101.6130302,101.7434999
E06000047,County Durham,97.87963092,99.4322509,98.62648141,97.59542199,99.18700143
E06000049,Cheshire East,105.1528742,106.8279488,107.2060165,107.1824669,105.9741645
E06000050,Cheshire West and Chester,101.6742419,104.586126,103.5314791,103.2139053,103.4809102
E06000051,Shropshire,107.5055684,108.4230519,107.5847264,105.6973627,106.3994535
E06000052,Cornwall,101.6715292,102.4233775,102.0688034,103.2343925,104.0723642
E06000054,Wiltshire,106.561537,107.0721378,107.9621433,109.0728319,108.8472491
E06000055,Bedford,99.61389981,101.4730903,100.7290654,99.21285577,100.6150078
E06000056,Central Bedfordshire,105.1777474,106.9244577,106.3543947,105.7996368,105.2534862
E06000057,Northumberland,101.8729693,102.8422919,102.9100756,103.7664279,105.8467717
E06000058,"Bournemouth, Christchurch and Poole",100.280161,102.9316654,103.6027591,104.406248,103.2615695
E06000059,Dorset,104.9987488,106.4496144,106.3512308,106.9018917,107.6779838
E06000060,Buckinghamshire,106.6890267,107.5020099,108.1071792,108.5019397,108.2003475
E06000061,North Northamptonshire,99.6863461,100.8442482,100.0546308,100.7576368,102.1145821
E06000062,West Northamptonshire,101.2664903,102.5542438,102.2038088,103.2132155,103.450092
E07000008,Cambridge,104.4636632,106.1974845,106.7462449,106.1233663,104.5249199
E07000009,East Cambridgeshire,107.4159017,108.8729727,110.3407346,113.2399767,112.1482963
E07000010,Fenland,96.34799223,98.23088131,97.34773919,97.3030166,96.27518766
E07000011,Huntingdonshire,104.2245359,106.6497544,107.5623542,105.3229667,105.9294387
E07000012,South Cambridgeshire,113.616389,115.9233141,115.0354196,113.2623168,114.5376804
E07000026,Allerdale,103.4997377,103.1434509,105.4533052,103.1366938,103.9959826
E07000027,Barrow-in-Furness,94.98016746,95.52168477,96.45993842,98.86934345,99.30969758
E07000028,Carlisle,100.5419657,100.8135723,101.8822923,100.781635,100.0924355
E07000029,Copeland,100.1521197,100.4242774,102.2165763,102.6833911,102.8010719
E07000030,Eden,109.6311082,110.8533379,113.7977295,109.3417707,114.1956949
E07000031,South Lakeland,109.6189597,109.9517751,111.4291618,111.5261014,112.7117701
E07000032,Amber Valley,106.5297304,105.6342426,105.4699755,108.2058601,106.6035456
E07000033,Bolsover,97.78559203,99.06450354,99.17295495,98.97663906,100.2424997
E07000034,Chesterfield,102.0729118,103.9570091,102.5206038,99.26512103,102.3752418
E07000035,Derbyshire Dales,113.3609797,114.5652371,117.0119948,112.8018282,114.9489975
E07000036,Erewash,103.5316008,105.2506783,104.1681465,102.8832154,100.2438232
E07000037,High Peak,105.3148053,108.1262255,108.4589026,107.9391355,109.0154102
E07000038,North East Derbyshire,107.4161691,109.8350406,106.2133215,106.7726137,106.7550064
E07000039,South Derbyshire,105.5436424,105.4590399,103.7186659,104.2709923,106.1295042
E07000040,East Devon,111.1069065,110.3596436,110.8456972,112.5227526,113.1805364
E07000041,Exeter,103.2800819,105.1433894,105.8603698,106.337752,105.2899715
E07000042,Mid Devon,106.4492679,109.283656,106.7034368,109.7645354,111.4327911
E07000043,North Devon,105.4425326,106.9765482,107.9781504,106.0015439,106.1703831
E07000044,South Hams,111.1228199,111.6917036,113.5029987,110.9337133,114.150277
E07000045,Teignbridge,106.0011649,107.9823045,109.0155954,107.1097726,110.1025862
E07000046,Torridge,103.5236429,104.8538868,107.1759965,105.5721136,103.8949006
E07000047,West Devon,110.0050411,110.7839858,111.1663245,108.6904055,111.4937373
E07000061,Eastbourne,97.72051108,100.4781782,100.1553436,98.54356375,98.97926213
E07000062,Hastings,97.04091933,97.18123987,93.89400961,95.60074114,97.47218928
E07000063,Lewes,106.8442841,106.9380598,106.8201308,104.7390047,108.0215768
E07000064,Rother,103.6195596,105.750531,103.3914964,106.4502529,104.901936
E07000065,Wealden,111.3955591,111.4845283,111.361068,110.2196387,109.6942889
E07000066,Basildon,99.69383433,99.3128462,98.75604358,98.90092126,98.41435346
E07000067,Braintree,101.830526,104.4707341,106.5397117,104.9130116,102.7692228
E07000068,Brentwood,110.9884888,111.6168439,111.4837408,111.3354919,111.8911763
E07000069,Castle Point,103.492267,103.5833199,102.969061,103.3754797,103.9349661
E07000070,Chelmsford,106.9326377,108.049791,106.2792071,107.2907377,108.4225203
E07000071,Colchester,105.4173039,107.0995911,104.7444035,104.8459129,105.9092156
E07000072,Epping Forest,103.4055129,105.8303868,105.7307383,106.1502343,105.8141282
E07000073,Harlow,96.56749387,99.20785719,97.96117613,96.10629545,95.61855473
E07000074,Maldon,108.6797429,111.3561347,109.120138,105.4743137,106.6435527
E07000075,Rochford,109.6779296,110.3908094,110.5932048,110.6040943,111.158383
E07000076,Tendring,96.5803846,98.47774524,97.45374234,97.16936626,96.38363338
E07000077,Uttlesford,111.4220798,114.0146229,113.8760869,114.0118744,115.2481348
E07000078,Cheltenham,108.0265817,108.3328834,107.3338635,108.1699841,108.1111307
E07000079,Cotswold,111.3645104,113.3910197,112.502081,112.8500149,113.8250305
E07000080,Forest of Dean,101.9797383,104.2287272,107.1662199,107.2313337,108.4781265
E07000081,Gloucester,95.53725184,97.14645146,97.06911332,98.27976205,96.59808275
E07000082,Stroud,110.3131097,112.9598102,113.5107597,112.7865888,112.0439081
E07000083,Tewkesbury,109.1889826,108.1727322,107.7364351,106.2505062,109.8642337
E07000084,Basingstoke and Deane,103.8183466,104.3432722,105.4222585,103.7864296,105.8835022
E07000085,East Hampshire,109.1643943,111.9419587,109.9394569,110.1730973,112.2098923
E07000086,Eastleigh,105.7173195,108.0018448,110.5102489,108.5163159,109.6842897
E07000087,Fareham,112.6282356,112.8077923,112.1113995,110.6657937,108.4614823
E07000088,Gosport,103.4333741,104.0103795,98.3963748,99.0632953,98.32832762
E07000089,Hart,111.6009204,112.5813797,111.8908861,113.9355542,116.338167
E07000090,Havant,100.4982411,101.7498338,99.7745556,100.1949236,98.22489476
E07000091,New Forest,106.2168035,107.453164,107.0345803,107.1055831,108.4262802
E07000092,Rushmoor,97.98319668,100.6722369,97.7789095,98.52209653,98.67421483
E07000093,Test Valley,106.8471936,107.901111,110.0363486,107.8938993,108.5568508
E07000094,Winchester,111.8646436,114.1785028,114.0863169,112.3598041,114.1698663
E07000095,Broxbourne,101.6946959,100.836445,102.1838358,101.9286671,103.7327498
E07000096,Dacorum,104.2838436,106.2730544,106.4832297,105.4425539,105.5290428
E07000098,Hertsmere,102.3749404,102.5536884,101.883459,105.1437282,103.1805584
E07000099,North Hertfordshire,108.1002248,108.9640554,108.1947094,110.7412022,112.4377985
E07000102,Three Rivers,108.1790229,108.4697773,108.9651275,108.2543621,105.7140613
E07000103,Watford,102.4189112,102.7141382,102.008257,100.1636583,100.6002995
E07000105,Ashford,100.986398,102.6726773,104.4039929,103.3126002,103.3295079
E07000106,Canterbury,101.4648833,105.8934648,105.4149327,106.5572291,105.2618571
E07000107,Dartford,99.61334942,101.136213,102.6671869,101.9090756,98.12541096
E07000108,Dover,100.9769492,101.2619608,102.3721071,102.5573157,100.0663732
E07000109,Gravesham,97.02208195,100.4772748,97.13582862,98.92496997,97.96738892
E07000110,Maidstone,104.6825827,105.5263792,104.3717781,105.6387641,104.2571802
E07000111,Sevenoaks,109.3516621,110.4571508,110.2666867,110.1526212,110.1761572
E07000112,Folkestone and Hythe,98.48395728,100.3507808,101.7556113,101.4765218,100.4123089
E07000113,Swale,98.46006427,100.096133,99.02365261,100.5779485,97.22064311
E07000114,Thanet,92.94586695,96.73938767,94.724874,93.87717446,93.25769888
E07000115,Tonbridge and Malling,107.862832,109.3981548,110.5132922,111.9353778,110.436084
E07000116,Tunbridge Wells,109.1830205,109.0697822,111.0256631,112.8912292,112.2461062
