AREACD,AREANM,Time1,Time2,Time3,Time4,Time5
E06000001,Hartlepool,94.44147103,94.36890362,96.94135518,94.45093814,89.33334061
E06000002,Middlesbrough,87.42152569,88.31128442,89.57409693,89.89756774,83.54185959
E06000003,Redcar and Cleveland,106.9758776,106.0713205,110.6158319,108.149071,104.9057133
E06000004,Stockton-on-Tees,100.0768818,103.9705557,104.0223877,102.947571,96.65122818
E06000005,Darlington,99.37061399,105.2082239,100.7895182,95.49661213,89.82623263
E06000006,Halton,89.60005869,92.57046942,90.23300129,92.08160269,92.32010961
E06000007,Warrington,97.87193566,97.04019538,100.1693311,101.0370181,103.5314035
E06000008,Blackburn with Darwen,100.3204018,105.8480606,106.8958769,103.5277984,103.5527395
E06000009,Blackpool,91.25251991,94.01670141,94.14237112,93.27781291,90.71297682
E06000010,"Kingston upon Hull, City of",97.28444674,97.94116105,99.5349265,97.37677306,93.91264507
E06000011,East Riding of Yorkshire,116.0229448,123.1866491,124.7697367,117.0623384,112.1061492
E06000012,North East Lincolnshire,103.3734398,102.1906699,106.230919,104.2434459,101.7854316
E06000013,North Lincolnshire,108.5991733,108.2997759,108.845421,109.5997284,104.0793279
E06000014,York,94.88871304,100.6147804,98.93817506,98.37773474,98.96099904
E06000015,Derby,92.08904903,91.01933662,89.58489103,89.05543384,88.61672834
E06000016,Leicester,100.0305253,99.81940513,94.19376969,91.99116911,86.36060317
E06000017,Rutland,129.2851913,131.6485713,134.334178,118.8217683,114.6426577
E06000018,Nottingham,83.96108614,85.11989784,83.49132952,76.85089733,72.27456625
E06000019,"Herefordshire, County of",95.7334482,94.23002681,98.46369501,99.05299993,100.5027878
E06000020,Telford and Wrekin,99.96630526,104.7602148,106.2123884,102.6714302,100.4996012
E06000021,Stoke-on-Trent,93.30881483,95.16155265,97.47027501,93.84596747,95.839001
E06000022,Bath and North East Somerset,106.0939689,99.86222983,111.5509286,112.423879,103.9323871
E06000023,"Bristol, City of",91.73767153,93.90890487,96.05197026,98.66113362,93.82216144
E06000024,North Somerset,103.2700652,100.3126716,104.0979529,103.3796313,100.739909
E06000025,South Gloucestershire,109.2136978,110.8857695,111.04838,112.4117258,103.420712
E06000026,Plymouth,88.20103293,87.5081234,91.46221286,89.65183295,89.04915606
E06000027,Torbay,94.55725662,94.89941261,92.2612492,90.4802766,89.91567233
E06000030,Swindon,95.89407915,98.12619413,104.6106452,97.83835488,90.7079547
E06000031,Peterborough,96.1362511,94.15810615,96.57565889,94.10947223,95.37477981
E06000032,Luton,98.36269166,101.0345582,100.6613989,92.51656699,92.42141766
E06000033,Southend-on-Sea,103.0590263,99.63203887,98.216918,94.65386846,86.49894401
E06000034,Thurrock,103.9562935,101.4001702,100.3503056,96.72141004,94.1160596
E06000035,Medway,104.0611212,103.5132603,106.0874413,102.2257429,99.98957274
E06000036,Bracknell Forest,100.748712,104.6219728,113.9532365,107.5809921,107.8279937
E06000037,West Berkshire,95.3183004,92.48399527,95.35258318,97.46886065,96.21250199
E06000038,Reading,93.75905266,93.55979146,90.18415284,91.07637046,89.44624352
E06000039,Slough,95.11428475,93.26333557,95.32813442,93.44157709,89.15517025
E06000040,Windsor and Maidenhead,102.387052,101.1835995,99.24762356,100.7129663,92.81944963
E06000041,Wokingham,111.3161005,113.543287,118.1109953,114.5612721,107.935137
E06000042,Milton Keynes,98.32779605,100.485694,100.3719816,100.2123,94.51569645
E06000043,Brighton and Hove,91.04705437,91.41478513,92.99604939,90.92367094,91.03322087
E06000044,Portsmouth,92.36410153,95.28347202,89.70492775,89.11714782,85.64273273
E06000045,Southampton,94.35783232,94.31622149,96.07786951,94.55441349,89.53029167
E06000046,Isle of Wight,94.03341175,94.771841,100.482582,99.35793504,96.02762696
E06000047,County Durham,102.9462793,105.4772821,103.8224528,101.4053234,101.3003247
E06000049,Cheshire East,103.8751242,106.4441198,106.2587583,108.5033072,111.8508472
E06000050,Cheshire West and Chester,99.04546865,100.0089876,96.3237206,98.37555063,99.66599875
E06000051,Shropshire,108.3906994,108.6125643,109.8535902,112.1645309,111.9703454
E06000052,Cornwall,103.2513512,108.2850746,105.6234278,105.5894625,104.0688355
E06000054,Wiltshire,106.8228023,108.8076267,109.5103732,109.9172055,105.714591
E06000055,Bedford,98.20077686,98.04403872,100.1890309,97.37994585,95.95015612
E06000056,Central Bedfordshire,118.0159432,116.4776651,118.3784009,112.6592916,112.6353265
E06000057,Northumberland,110.6600581,114.4636043,113.624229,112.4297229,110.9216992
E06000058,"Bournemouth, Christchurch and Poole",97.62450079,98.79660449,100.2711818,100.2711818,100.2711818
E06000059,Dorset,101.7504053,102.8107341,102.3805556,102.3805556,102.3805556
E06000060,Buckinghamshire,104.1586704,106.3273054,105.9686216,104.9014593,104.9014593
E06000061,North Northamptonshire,104.3919285,109.6791564,111.954738,108.4102595,106.3366631
E06000062,West Northamptonshire,104.3919285,109.6791564,111.954738,108.4102595,106.3366631
E07000008,Cambridge,90.02386501,89.78173138,95.9428373,98.28528758,96.27591232
E07000009,East Cambridgeshire,109.9937002,114.7190256,123.9006668,126.6381101,113.0063137
E07000010,Fenland,103.5796059,104.1808789,107.0308784,107.5552244,106.4806308
E07000011,Huntingdonshire,106.9555752,107.7870336,107.2824427,115.3790096,109.4970555
E07000012,South Cambridgeshire,120.186563,129.280486,120.7948845,123.6068885,111.1626963
E07000026,Allerdale,102.425095,107.7805469,105.3398356,102.7889691,102.0035147
E07000027,Barrow-in-Furness,96.30237454,98.09386616,98.21203683,95.61005491,98.81596107
E07000028,Carlisle,94.99080944,100.2127823,98.51269487,96.56845289,101.2063797
E07000029,Copeland,101.2653667,106.6906953,111.7469957,106.8141946,106.7463577
E07000030,Eden,98.49397988,98.20547317,108.7070556,106.2437598,103.3479437
E07000031,South Lakeland,107.2141392,111.4195679,110.0082076,104.5522205,106.7161268
E07000032,Amber Valley,101.9308574,103.6913188,109.1311992,108.0305918,109.4716165
E07000033,Bolsover,101.9570954,104.7646393,108.5127266,106.2942302,105.9268198
E07000034,Chesterfield,94.33121851,97.15824731,91.6738105,92.41910539,94.86387932
E07000035,Derbyshire Dales,101.9819422,117.4125254,115.4556696,112.6459617,109.2333588
E07000036,Erewash,101.7209179,107.8724861,107.5576756,108.4102595,106.6675454
E07000037,High Peak,98.71015981,107.9718249,112.5195336,112.0005177,106.3366631
E07000038,North East Derbyshire,114.0441893,119.296125,119.8521877,111.2279751,117.6342965
E07000039,South Derbyshire,110.7283032,104.7841616,108.9385239,102.5846569,101.7608596
E07000040,East Devon,115.4401773,118.1654391,116.1176132,109.6963619,108.5685846
E07000041,Exeter,95.26299173,93.3341817,86.30208822,85.65978294,91.53079236
E07000042,Mid Devon,115.5632283,118.3474803,116.0677457,109.8526471,108.585348
E07000043,North Devon,97.25850128,102.9701635,100.2626166,97.81793134,96.2748351
E07000044,South Hams,111.9157868,109.6831418,107.1865413,104.1604683,103.8249478
E07000045,Teignbridge,112.0216498,109.7353554,107.1924652,104.2082652,103.8193242
E07000046,Torridge,97.26861804,103.004385,100.201641,97.79229048,96.36061309
E07000047,West Devon,112.1995895,109.6780531,107.3497067,104.1522346,103.8483754
E07000061,Eastbourne,97.86862958,94.90944301,97.83059198,97.81363962,95.18142561
E07000062,Hastings,89.53305882,88.10830756,94.94714582,92.06650155,85.71298978
E07000063,Lewes,111.6674581,115.1820545,113.2744421,109.4283889,104.5368024
E07000064,Rother,105.1459315,109.8163101,116.3684678,113.8239119,107.3030499
E07000065,Wealden,119.0342914,125.0819531,119.1430643,123.1668363,119.9104711
E07000066,Basildon,102.3211288,99.67588531,100.8349655,95.42220651,89.3203016
E07000067,Braintree,115.0036625,115.4869651,114.3855532,110.2310613,99.6180661
E07000068,Brentwood,126.6450692,119.7393105,115.5970012,110.5262297,98.03934503
E07000069,Castle Point,111.3567079,108.6189748,109.7587895,101.3661996,94.50995375
E07000070,Chelmsford,103.002994,99.78316667,101.2092679,92.85347017,91.35710464
E07000071,Colchester,104.254346,104.5953378,99.80669428,99.13904175,84.8637166
E07000072,Epping Forest,107.4774487,105.6300436,102.5787314,101.8920095,94.20239964
E07000073,Harlow,94.63738058,92.02149195,93.67305103,92.11479858,85.50679774
E07000074,Maldon,118.3133093,113.6214009,119.0356979,109.34927,103.3550242
E07000075,Rochford,123.4434137,112.2982613,117.3557147,114.4538488,106.3116173
E07000076,Tendring,106.4077041,103.2310978,102.8289205,97.46118996,92.81304114
E07000077,Uttlesford,113.412711,104.4354417,105.9584616,101.9376707,94.40636079
E07000078,Cheltenham,108.0012251,102.748587,99.79547984,104.4809788,97.6495475
E07000079,Cotswold,117.9925804,122.6124329,113.925693,122.9150231,121.2029677
E07000080,Forest of Dean,117.2461062,114.5456479,119.1832144,116.9240791,113.3493191
E07000081,Gloucester,95.48958826,94.11629726,92.36457142,90.78406535,87.96941785
E07000082,Stroud,108.14809,112.72951,117.8811463,113.2791331,107.7505557
E07000083,Tewkesbury,113.1607399,112.7212983,109.217562,108.7560662,109.8723226
E07000084,Basingstoke and Deane,100.8440978,107.3141856,104.287978,104.203588,106.0910974
E07000085,East Hampshire,113.8369655,110.6986412,113.6420723,115.4383723,113.0665009
E07000086,Eastleigh,109.4816394,116.8012216,111.6192871,112.45173,110.2705086
E07000087,Fareham,114.7081808,117.5011284,117.3762743,110.5767523,109.3936511
E07000088,Gosport,103.7026096,107.9992461,101.1297135,104.341214,103.9790472
E07000089,Hart,100.8278617,107.3364802,104.2743984,104.2073872,106.1833624
E07000090,Havant,105.5436187,109.6404933,109.4668698,107.3691807,102.0840003
E07000091,New Forest,110.9176473,114.2048342,115.7328688,113.7133316,106.1236925
E07000092,Rushmoor,100.8854099,107.305251,104.3451588,104.2092377,106.2031823
E07000093,Test Valley,103.6815443,107.1168704,108.3800769,108.0162196,106.6038786
E07000094,Winchester,88.18076598,95.48734932,101.1013031,98.25683103,100.3549209
E07000095,Broxbourne,89.59663587,88.05074066,92.29246962,89.33367743,88.37958027
E07000096,Dacorum,95.11050239,95.05621635,94.01890158,100.001539,101.0142075
E07000098,Hertsmere,92.43775046,97.60732051,98.36687204,97.77623981,97.83107966
E07000099,North Hertfordshire,106.0639875,103.9306574,105.0480369,105.8356637,103.652862
E07000102,Three Rivers,101.5189056,102.34664,99.88163887,98.22044652,97.84378823
E07000103,Watford,83.6048755,86.325708,84.52104859,87.34487069,89.01050899
E07000105,Ashford,110.3948803,112.359695,118.5986972,112.2082937,107.6923916
E07000106,Canterbury,110.9326689,108.2512627,105.0331361,105.3720323,97.65053766
E07000107,Dartford,106.5504392,109.168181,106.5599983,101.3003225,100.6152966
E07000108,Dover,107.7097873,112.8497883,114.4800664,108.6549117,101.6185505
E07000109,Gravesham,106.5901676,109.2311246,106.6638644,101.3304799,100.5482537
E07000110,Maidstone,102.8777407,100.4137535,101.3203278,103.4347682,96.5124167
E07000111,Sevenoaks,113.1406822,113.7338174,117.7106821,107.8032109,110.1266561
E07000112,Folkestone and Hythe,104.0406062,105.3875188,104.0171193,105.5482441,101.2656875
