AREACD,AREANM,Time1,Time2,Time3,Time4,Time5
E06000001,Hartlepool,91.28820544,89.90845429,90.31518313,88.72305258,84.43333712
E06000002,Middlesbrough,84.76641086,81.50445447,82.00518098,79.40321787,77.19489774
E06000003,Redcar and Cleveland,94.43184475,91.00667981,93.49652558,92.44394608,87.96016693
E06000004,Stockton-on-Tees,97.44457385,94.91167029,96.40334563,95.39998876,90.58970552
E06000005,Darlington,95.56470133,93.96022176,93.96022176,93.65022666,87.96016693
E06000006,Halton,97.80056941,98.34332672,96.06482269,96.57417759,96.74607393
E06000007,Warrington,105.3815131,106.0981579,102.6877387,102.4746931,104.6830132
E06000008,Blackburn with Darwen,80.33853704,80.24356527,78.94718644,78.14485702,79.40321787
E06000009,Blackpool,90.17893952,88.85227658,88.21212552,87.46304946,90.58970552
E06000010,"Kingston upon Hull, City of",83.2453571,84.10423652,83.56431179,82.93004769,83.35126615
E06000011,East Riding of Yorkshire,102.4746931,103.5567641,102.9024423,101.2298531,100.430108
E06000012,North East Lincolnshire,89.50763455,89.77419965,90.45210288,88.85227658,87.96016693
E06000013,North Lincolnshire,94.2737396,94.2737396,95.73040316,93.65022666,92.00485024
E06000014,York,108.3670473,109.1667924,110.5534799,107.8464795,107.0835939
E06000015,Derby,86.14043454,86.49490545,88.59443103,93.34367603,90.58970552
E06000016,Leicester,80.10171779,80.24356527,83.2453571,87.5864916,83.35126615
E06000017,Rutland,112.9282158,114.1969116,116.2165403,119.1621912,115.8695009
E06000018,Nottingham,81.11031529,81.50445447,83.56431179,89.37531164,86.73377511
E06000019,"Herefordshire, County of",101.027733,102.4746931,101.8452527,100.430108,100.430108
E06000020,Telford and Wrekin,96.91904799,98.52664482,98.16121864,98.52664482,95.07348467
E06000021,Stoke-on-Trent,83.13985306,84.54391551,83.99540295,84.10423652,81.30668105
E06000022,Bath and North East Somerset,109.7131325,114.8538301,115.8695009,116.2165403,115.8695009
E06000023,"Bristol, City of",93.49652558,100.2337422,100.8270828,101.2298531,98.52664482
E06000024,North Somerset,105.1467094,110.2705105,110.8393816,111.4202299,112.6199525
E06000025,South Gloucestershire,108.8976266,113.8742264,115.8695009,115.1882496,112.6199525
E06000026,Plymouth,93.49652558,99.08402283,101.4334649,102.0534746,100.430108
E06000027,Torbay,93.96022176,98.71118914,99.8451545,99.65289398,100.430108
E06000030,Swindon,100.6278814,107.0835939,106.8339155,108.1055356,107.0835939
E06000031,Peterborough,86.49490545,88.9821087,89.11255468,89.90845429,89.24362035
E06000032,Luton,84.32320015,86.61408176,86.61408176,87.09600272,86.73377511
E06000033,Southend-on-Sea,100.430108,102.6877387,102.6877387,102.6877387,104.6830132
E06000034,Thurrock,97.80056941,100.8270828,100.430108,100.6278814,102.4746931
E06000035,Medway,98.52664482,97.26828396,96.57417759,96.06482269,98.52664482
E06000036,Bracknell Forest,116.5680008,116.5680008,116.2165403,114.5234157,115.8695009
E06000037,West Berkshire,119.9505098,116.9239964,115.1882496,114.5234157,115.8695009
E06000038,Reading,106.3412368,103.5567641,103.3369281,103.3369281,104.6830132
E06000039,Slough,97.98030473,96.74607393,96.74607393,96.23356495,95.07348467
E06000040,Windsor and Maidenhead,119.9505098,118.0204031,117.2846456,118.0204031,119.553535
E06000041,Wokingham,123.3504087,124.2701364,122.0258693,120.35328,123.8064402
E06000042,Milton Keynes,100.6278814,99.46196399,97.62199744,97.62199744,100.430108
E06000043,Brighton and Hove,105.1467094,104.9138872,103.5567641,102.0534746,104.6830132
E06000044,Portsmouth,96.57417759,94.91167029,94.11653534,94.59086117,95.07348467
E06000045,Southampton,95.89710623,95.07348467,93.34367603,92.74060779,93.49652558
E06000046,Isle of Wight,97.98030473,95.89710623,94.2737396,93.80478882,98.52664482
E06000047,County Durham,95.39998876,93.80478882,95.39998876,93.34367603,87.96016693
E06000049,Cheshire East,109.4386101,109.4386101,107.8464795,106.8339155,109.7131325
E06000050,Cheshire West and Chester,107.3355525,106.8339155,104.2269818,103.5567641,104.6830132
E06000051,Shropshire,102.6877387,103.1188299,103.5567641,102.0534746,100.430108
E06000052,Cornwall,93.9027394,98.45413269,100.3809832,99.74217023,98.46925052
E06000054,Wiltshire,109.1667924,114.5234157,115.5267726,114.8538301,112.6199525
E06000055,Bedford,98.16121864,101.8452527,101.2298531,101.4334649,102.4746931
E06000056,Central Bedfordshire,110.2705105,112.6199525,113.2399623,112.9282158,112.6199525
E06000057,Northumberland,98.52664482,96.57417759,97.44457385,95.56470133,92.00485024
E06000058,"Bournemouth, Christchurch and Poole",103.7783658,108.6310615,109.9904139,109.7131325,107.0835939
E06000059,Dorset,103.1188299,107.8464795,108.8976266,109.1667924,107.0835939
E06000060,Buckinghamshire,108.3670473,109.1667924,107.5898333,106.8339155,109.7131325
E06000061,North Northamptonshire,97.49924122,98.25389305,101.1617284,105.8012676,102.839333
