AREACD,AREANM,Time1,Time2,Time3,Time4,Time5
E06000001,Hartlepool,95.71759126,95.71759126,92.08526572,95.71759126,99.3499168
E06000002,Middlesbrough,103.501146,99.86882045,99.3499168,98.3121095,90.52855477
E06000003,Redcar and Cleveland,99.3499168,98.83101315,104.0200496,103.501146,97.27430221
E06000004,Stockton-on-Tees,98.3121095,104.0200496,107.6523752,101.944435,101.944435
E06000005,Darlington,98.83101315,98.3121095,105.0578569,104.5389533,103.501146
E06000006,Halton,98.3121095,95.71759126,99.86882045,98.83101315,95.19868761
E06000007,Warrington,98.83101315,109.7279898,111.2847007,106.0956642,108.1712788
E06000008,Blackburn with Darwen,97.27430221,94.67978396,107.1334715,108.1712788,110.2468934
E06000009,Blackpool,90.00965113,90.52855477,90.52855477,95.19868761,95.19868761
E06000010,"Kingston upon Hull, City of",91.56636207,95.71759126,99.86882045,98.83101315,96.75539856
E06000011,East Riding of Yorkshire,107.6523752,114.9170263,112.322508,115.4359299,114.9170263
E06000012,North East Lincolnshire,100.3877241,97.79320585,105.0578569,104.5389533,105.0578569
E06000013,North Lincolnshire,98.83101315,108.1712788,106.6145679,98.83101315,101.4255314
E06000014,York,109.2090861,106.6145679,105.0578569,102.4633387,106.0956642
E06000015,Derby,94.67978396,91.04745842,99.3499168,102.9822423,97.79320585
E06000016,Leicester,88.97184383,93.12307302,89.49074748,106.6145679,101.944435
E06000017,Rutland,108.1712788,116.4737372,111.8036044,105.5767606,106.6145679
E06000018,Nottingham,84.82061464,86.37732559,88.45294018,92.08526572,86.89622923
E06000019,"Herefordshire, County of",103.501146,104.5389533,110.2468934,111.2847007,107.6523752
E06000020,Telford and Wrekin,97.27430221,101.944435,98.3121095,103.501146,96.75539856
E06000021,Stoke-on-Trent,93.64197667,97.79320585,99.86882045,95.71759126,104.5389533
E06000022,Bath and North East Somerset,107.1334715,107.1334715,101.4255314,107.6523752,98.3121095
E06000023,"Bristol, City of",90.00965113,99.3499168,93.64197667,94.16088031,92.08526572
E06000024,North Somerset,100.9066277,99.86882045,97.79320585,111.8036044,105.0578569
E06000025,South Gloucestershire,104.0200496,99.86882045,108.6901825,105.0578569,99.86882045
E06000026,Plymouth,104.0200496,107.1334715,106.0956642,101.4255314,102.4633387
E06000027,Torbay,101.944435,104.0200496,96.75539856,101.944435,100.9066277
E06000030,Swindon,100.9066277,105.5767606,103.501146,99.3499168,104.5389533
E06000031,Peterborough,95.71759126,98.3121095,96.75539856,99.3499168,98.3121095
E06000032,Luton,95.71759126,99.3499168,103.501146,99.86882045,104.0200496
E06000033,Southend-on-Sea,99.86882045,98.83101315,99.3499168,99.86882045,103.501146
E06000034,Thurrock,95.19868761,100.3877241,97.27430221,94.16088031,95.71759126
E06000035,Medway,91.56636207,96.75539856,99.3499168,93.12307302,104.0200496
E06000036,Bracknell Forest,102.4633387,107.1334715,109.2090861,107.1334715,98.83101315
E06000037,West Berkshire,111.8036044,112.322508,110.7657971,112.322508,101.4255314
E06000038,Reading,97.79320585,100.9066277,101.4255314,99.86882045,108.6901825
E06000039,Slough,88.45294018,94.67978396,95.19868761,94.67978396,92.08526572
E06000040,Windsor and Maidenhead,109.7279898,105.5767606,105.5767606,109.7279898,106.6145679
E06000041,Wokingham,104.5389533,114.9170263,117.5115445,120.6249664,107.6523752
E06000042,Milton Keynes,94.16088031,101.944435,99.86882045,97.27430221,97.79320585
E06000043,Brighton and Hove,93.64197667,96.23649491,93.12307302,95.71759126,98.3121095
E06000044,Portsmouth,108.1712788,105.0578569,104.5389533,100.3877241,102.9822423
E06000045,Southampton,98.3121095,97.79320585,104.5389533,102.9822423,95.71759126
E06000046,Isle of Wight,104.0200496,105.0578569,110.7657971,110.2468934,99.86882045
E06000047,County Durham,98.83101315,100.3877241,108.1712788,109.7279898,96.75539856
E06000049,Cheshire East,110.7657971,95.71759126,108.1712788,114.9170263,101.4255314
E06000050,Cheshire West and Chester,97.79320585,110.2468934,112.322508,104.0200496,100.3877241
E06000051,Shropshire,104.5389533,106.6145679,104.0200496,106.6145679,113.879219
E06000052,Cornwall,108.84651,110.9012128,115.5017426,106.6611948,105.0673481
E06000054,Wiltshire,109.7279898,106.6145679,107.1334715,108.1712788,101.4255314
E06000055,Bedford,94.67978396,100.3877241,114.3981226,111.8036044,106.6145679
E06000056,Central Bedfordshire,102.9822423,113.3603153,106.6145679,112.322508,108.6901825
E06000057,Northumberland,106.0956642,93.12307302,99.3499168,96.75539856,97.79320585
E06000058,"Bournemouth, Christchurch and Poole",107.1334715,106.3551161,106.6145679,108.1712788,104.5389533
E06000059,Dorset,107.1334715,106.3551161,106.6145679,108.1712788,104.5389533
E06000060,Buckinghamshire,106.0956642,105.5767606,105.5767606,109.7279898,103.501146
E06000061,North Northamptonshire,94.53797215,104.5505306,113.053575,98.76106539,102.3783538
E06000062,West Northamptonshire,107.6213225,100.6638665,102.8809064,103.6063022,109.1390748
E07000008,Cambridge,85.33951829,89.49074748,101.944435,109.7279898,91.04745842
E07000009,East Cambridgeshire,101.4255314,90.00965113,85.33951829,106.6145679,100.3877241
E07000010,Fenland,98.3121095,110.2468934,90.52855477,97.79320585,98.3121095
E07000011,Huntingdonshire,93.12307302,108.6901825,102.9822423,110.2468934,104.0200496
