AREACD,AREANM,time1,time2,time3,time4,time5
E06000001,Hartlepool,102.0628854,102.344035,102.2800355,102.2741084,101.9366002
E06000002,Middlesbrough,103.1775805,102.7073877,102.5309181,102.5961805,101.3228962
E06000003,Redcar and Cleveland,98.70463934,98.10506176,98.24154433,98.23986282,98.176039
E06000004,Stockton-on-Tees,95.68821565,95.77531886,95.75784631,95.75784631,95.18191734
E06000005,Darlington,95.58266737,95.87382722,95.91508786,96.05662068,95.72489601
E06000006,Halton,100.9909667,101.4621988,102.0089725,102.0089725,100.993168
E06000007,Warrington,100.8392238,100.8405369,100.8464166,100.7845747,101.0439427
E06000008,Blackburn with Darwen,107.9084336,108.0965212,107.8062367,107.7044211,107.388919
E06000009,Blackpool,112.7304309,112.8149554,112.384516,112.3429712,112.2400837
E06000010,"Kingston upon Hull, City of",100.4202815,100.3195053,100.2479009,100.1490579,107.55955
E06000011,East Riding of Yorkshire,90.60214306,90.32572714,90.13946401,90.06975448,91.88604324
E06000012,North East Lincolnshire,103.1026614,103.0010623,102.5892634,102.6057464,102.0694173
E06000013,North Lincolnshire,93.9678691,93.82633599,93.70407604,93.8794292,93.89541068
E06000014,York,102.8173629,102.430041,102.3482803,101.7684187,102.3965189
E06000015,Derby,104.7713034,104.9162585,104.78609,104.8616522,104.8031784
E06000016,Leicester,106.232448,106.31721,106.3778385,106.1544418,106.915592
E06000017,Rutland,87.48534568,86.61089911,86.41664362,84.90885937,84.72106435
E06000018,Nottingham,106.9226887,106.7713358,106.5169728,106.6986796,105.67723
E06000019,"Herefordshire, County of",77.13890111,77.52384037,77.50209913,77.56627689,77.92629766
E06000020,Telford and Wrekin,96.70896948,96.73131609,96.50546444,96.16233303,96.52371676
E06000021,Stoke-on-Trent,105.9932264,106.1365333,106.1672835,106.1558157,105.5724763
E06000022,Bath and North East Somerset,99.19952735,99.1631074,99.23191811,99.24804176,99.68420414
E06000023,"Bristol, City of",106.2844134,106.2552236,105.9622451,106.0819042,106.2652164
E06000024,North Somerset,95.59200107,95.57470797,95.23975089,95.19691488,94.51394919
