AREACD,AREANM,time1,time2,time3,time4,time5
E06000001,Hartlepool,93.88020811,90.99305058,91.90089739,83.05693308,84.68559161
E06000002,Middlesbrough,89.59622536,82.68648803,92.47377091,89.27346072,90.26525451
E06000003,Redcar and Cleveland,92.76337947,92.76911594,92.48278824,89.02932788,91.91297533
E06000004,Stockton-on-Tees,95.29251187,95.88334907,90.2847163,90.84327636,97.01033956
E06000005,Darlington,97.88152602,93.76889046,97.84179802,97.53167652,95.92655145
E06000006,Halton,96.54695908,92.39402334,92.6940488,91.20444894,91.17348118
E06000007,Warrington,103.9864108,99.88607506,104.021858,97.02265925,98.73876659
E06000008,Blackburn with Darwen,98.7424861,92.30291109,90.16343428,93.95224384,90.57067901
E06000009,Blackpool,90.68471089,87.23245479,88.94997742,91.14791128,87.58084814
E06000010,"Kingston upon Hull, City of",91.74058744,89.81237604,89.76286205,86.0151422,89.7232642
E06000011,East Riding of Yorkshire,99.89108023,97.46387424,102.0963185,110.7334578,103.7981108
E06000012,North East Lincolnshire,96.97157963,91.51561819,94.44831907,94.44086059,96.03171245
E06000013,North Lincolnshire,99.98951035,96.29869208,94.58668333,92.55627445,96.97733833
E06000014,York,109.4416865,104.5932444,105.5687368,100.0689969,103.2381502
E06000015,Derby,96.57250415,95.5500495,93.0327946,93.90453564,92.71951917
E06000016,Leicester,92.32138297,89.9179605,92.11529234,93.05817115,90.96078531
E06000017,Rutland,115.5153175,106.0290738,110.0525505,114.9395722,101.1118703
E06000018,Nottingham,90.9745903,90.3419831,90.81616569,86.09791927,92.44394974
E06000019,"Herefordshire, County of",100.4096535,102.5969044,100.6732561,98.42500125,99.95964735
E06000020,Telford and Wrekin,96.00097386,91.64730409,94.88391077,95.34125809,91.76618812
E06000021,Stoke-on-Trent,87.18516215,87.32378008,89.11975409,91.14072299,85.70730736
E06000022,Bath and North East Somerset,105.4485993,105.799173,105.7420397,110.6247297,110.539128
E06000023,"Bristol, City of",95.04119427,97.27611423,98.83893283,100.4203804,100.2949944
E06000024,North Somerset,99.23687044,102.835976,103.6696396,105.1200752,106.1838832
E06000025,South Gloucestershire,106.8882952,107.5605617,107.8857517,105.6730923,106.5892935
E06000026,Plymouth,98.16841468,95.81786426,94.39080997,95.28043925,93.39873067
E06000027,Torbay,98.58953179,101.7411306,99.16516022,98.24086309,97.21069993
E06000030,Swindon,95.69567485,97.80302635,96.55090164,98.0928146,99.6083813
E06000031,Peterborough,101.3251609,96.69787412,96.72892995,97.32240394,93.12734536
E06000032,Luton,93.31153824,89.98717263,89.00299446,91.96798259,88.15434625
E06000033,Southend-on-Sea,104.7508043,102.5930526,102.9122525,100.0441772,100.8618193
E06000034,Thurrock,96.78407477,95.92864406,97.06007255,95.19512494,93.14250012
E06000035,Medway,98.26742361,98.18461357,95.81719326,95.99645265,91.51193437
E06000036,Bracknell Forest,109.1444305,111.6738743,106.8321088,105.2073919,108.7623815
E06000037,West Berkshire,107.5915331,111.6134149,107.3261638,111.1110645,110.6334874
E06000038,Reading,100.4025424,99.13086545,99.56417521,101.1036971,100.1828675
E06000039,Slough,97.43435811,93.02961656,93.64495653,90.92629598,90.43313181
E06000040,Windsor and Maidenhead,111.52887,112.0149513,108.7011723,107.4055203,112.4903518
E06000041,Wokingham,115.7098196,114.1180364,112.3392279,116.4709867,112.450002
E06000042,Milton Keynes,97.69462888,97.84001408,95.69390765,94.97530556,96.13607688
E06000043,Brighton and Hove,111.2486365,110.5336917,113.1448125,115.2876049,112.2125512
E06000044,Portsmouth,98.07334027,97.52316169,95.27848375,95.5919795,93.96744329
E06000045,Southampton,99.27040979,97.01278082,97.08718461,95.47983056,97.32324845
E06000046,Isle of Wight,96.70595392,100.0487526,100.2219269,99.71037784,99.81887803
E06000047,County Durham,91.47993365,89.79395737,89.31543671,90.7308042,90.61517991
E06000049,Cheshire East,106.0520751,104.7903575,104.2783009,100.8311853,99.8691032
E06000050,Cheshire West and Chester,100.0400337,101.4516231,101.6718,101.9880237,96.87161581
E06000051,Shropshire,103.0964112,103.6208244,97.65145431,97.81955054,98.58143614
E06000052,Cornwall,98.11559018,95.32453229,94.65052382,98.30851062,97.3978261
E06000054,Wiltshire,102.7428707,101.781376,103.1548847,104.6898508,105.335604
E06000055,Bedford,102.1026945,101.9268651,101.7914207,100.385893,98.27028205
E06000056,Central Bedfordshire,107.2040705,105.7606631,101.9428831,104.4362767,102.2419437
E06000057,Northumberland,99.54778706,99.22392148,94.27742348,96.34401424,100.9511197
E06000058,"Bournemouth, Christchurch and Poole",97.41638864,101.2271454,99.46445697,101.6636256,101.5084041
E06000059,Dorset,102.0460175,102.9366694,102.9119363,101.7286049,101.8907056
E06000060,Buckinghamshire,105.5998922,104.0185929,106.5725375,106.8933591,104.1009609
E06000061,North Northamptonshire,103.1304368,101.2389949,98.57787863,101.5832076,101.0735304
E06000062,West Northamptonshire,103.8574171,102.4342723,101.5294699,103.1468996,104.3539891
E07000008,Cambridge,115.4567365,117.2832605,113.9285434,114.4990685,111.0215674
E07000009,East Cambridgeshire,109.8429258,107.8093082,113.1610016,112.4535918,114.5004366
E07000010,Fenland,100.289105,96.15632062,99.75924435,99.2575056,95.20319314
E07000011,Huntingdonshire,107.1415991,105.3543257,103.2228049,102.7977407,102.3887949
E07000012,South Cambridgeshire,115.9000708,112.0191051,115.2947883,111.9741396,115.803153
E07000026,Allerdale,98.99992609,98.33384975,95.81279086,93.3397685,95.28123071
E07000027,Barrow-in-Furness,92.06683534,89.81069419,87.91313106,93.83821288,97.97916587
E07000028,Carlisle,95.77467885,96.79654788,94.71713902,98.39812924,99.88703299
E07000029,Copeland,92.78786117,90.61852955,91.00308008,92.76926314,94.53798828
E07000030,Eden,101.7908945,108.720638,106.21497,97.85651084,112.9085848
E07000031,South Lakeland,109.1817273,106.081859,103.3849062,108.8849968,113.2166742
E07000032,Amber Valley,109.022912,102.2515121,101.1899504,106.3050697,101.3045777
